194 18721
Sommets du graphe
18 111 386.000000
18 110 750.000000
18 109 380.000000
18 108 577.000000
18 107 386.000000
18 106 386.000000
18 105 406.000000
18 104 389.000000
18 103 718.000000
18 102 449.000000
18 101 481.000000
18 100 701.000000
18 99 315.000000
18 98 712.000000
18 97 822.000000
18 96 356.000000
18 95 371.000000
18 94 359.000000
18 93 731.000000
18 92 370.000000
18 91 340.000000
18 90 391.000000
18 89 734.000000
18 88 700.000000
18 87 332.000000
18 86 456.000000
18 85 861.000000
18 84 851.000000
18 83 261.000000
18 82 297.000000
18 81 579.000000
18 80 270.000000
18 79 474.000000
18 78 270.000000
18 77 364.000000
18 76 244.000000
18 75 423.000000
18 74 370.000000
18 73 321.000000
18 72 171.000000
18 71 350.000000
18 70 463.000000
18 69 231.000000
18 68 292.000000
18 67 187.000000
18 66 157.000000
18 65 164.000000
18 64 858.000000
18 63 208.000000
18 62 742.000000
18 61 624.000000
18 60 146.000000
18 59 241.000000
18 58 623.000000
18 57 127.000000
18 56 210.000000
18 55 120.000000
18 54 105.000000
18 53 111.000000
18 52 114.000000
18 51 113.000000
18 50 137.000000
18 49 97.000000
18 48 102.000000
18 47 111.000000
18 46 127.000000
18 45 109.000000
18 44 186.000000
18 43 102.000000
18 42 115.000000
18 41 97.000000
18 40 107.000000
18 39 113.000000
18 38 127.000000
18 37 104.000000
18 36 146.000000
18 35 652.000000
18 34 91.000000
18 33 115.000000
18 32 224.000000
18 31 81.000000
18 30 94.000000
18 29 72.000000
18 28 169.000000
18 27 192.000000
18 26 125.000000
18 25 290.000000
18 24 416.000000
18 23 286.000000
18 22 444.000000
18 21 167.000000
18 20 240.000000
18 19 811.000000
19 193 983.000000
19 192 1042.000000
19 191 1006.000000
19 190 999.000000
19 189 978.000000
19 188 991.000000
19 187 995.000000
19 186 953.000000
19 185 933.000000
19 184 1026.000000
19 183 957.000000
19 182 934.000000
19 181 903.000000
19 180 965.000000
19 179 982.000000
19 178 898.000000
19 177 969.000000
19 176 945.000000
19 175 871.000000
19 174 908.000000
19 173 893.000000
19 172 894.000000
19 171 875.000000
19 170 982.000000
19 169 959.000000
19 168 841.000000
19 167 924.000000
19 166 929.000000
19 165 971.000000
19 164 890.000000
19 163 799.000000
19 162 790.000000
19 161 915.000000
19 160 780.000000
19 159 977.000000
19 158 882.000000
19 157 889.000000
19 156 794.000000
19 155 712.000000
19 154 888.000000
19 153 768.000000
19 152 784.000000
19 151 798.000000
19 150 855.000000
19 149 765.000000
19 148 702.000000
19 147 903.000000
19 146 809.000000
19 145 699.000000
19 144 674.000000
19 143 748.000000
19 142 907.000000
19 141 673.000000
19 140 755.000000
19 139 656.000000
19 138 700.000000
19 137 685.000000
19 136 645.000000
19 135 835.000000
19 134 855.000000
19 133 601.000000
19 132 876.000000
19 131 590.000000
19 130 801.000000
19 129 549.000000
19 128 836.000000
19 127 904.000000
19 126 545.000000
19 125 562.000000
19 124 558.000000
19 123 927.000000
19 122 917.000000
19 121 661.000000
19 120 812.000000
19 119 841.000000
19 118 582.000000
19 117 713.000000
19 116 774.000000
19 115 765.000000
19 114 776.000000
19 113 487.000000
19 112 506.000000
19 111 768.000000
19 110 384.000000
19 109 763.000000
19 108 493.000000
19 107 710.000000
19 106 709.000000
19 105 668.000000
19 104 683.000000
19 103 361.000000
19 102 590.000000
19 101 526.000000
19 100 334.000000
19 99 734.000000
19 98 322.000000
19 97 283.000000
19 96 655.000000
19 95 630.000000
19 94 635.000000
19 93 297.000000
19 92 614.000000
19 91 643.000000
19 90 565.000000
19 89 264.000000
19 88 275.000000
19 87 614.000000
19 86 467.000000
19 85 216.000000
19 84 205.000000
19 83 681.000000
19 82 630.000000
19 81 327.000000
19 80 645.000000
19 79 419.000000
19 78 641.000000
19 77 514.000000
19 76 649.000000
19 75 446.000000
19 74 496.000000
19 73 545.000000
19 72 711.000000
19 71 502.000000
19 70 386.000000
19 69 629.000000
19 68 554.000000
19 67 672.000000
19 66 708.000000
19 65 696.000000
19 64 110.000000
19 63 639.000000
19 62 125.000000
19 61 218.000000
19 60 706.000000
19 59 593.000000
19 58 211.000000
19 57 717.000000
19 56 622.000000
19 55 725.000000
19 54 743.000000
19 53 734.000000
19 52 729.000000
19 51 730.000000
19 50 700.000000
19 49 751.000000
19 48 742.000000
19 47 729.000000
19 46 708.000000
19 45 730.000000
19 44 641.000000
19 43 736.000000
19 42 721.000000
19 41 743.000000
19 40 729.000000
19 39 718.000000
19 38 700.000000
19 37 727.000000
19 36 678.000000
19 35 170.000000
19 34 739.000000
19 33 710.000000
19 32 593.000000
19 31 743.000000
19 30 729.000000
19 29 752.000000
19 28 645.000000
19 27 622.000000
19 26 688.000000
19 25 523.000000
19 24 396.000000
19 23 526.000000
19 22 367.000000
19 21 644.000000
19 20 571.000000
20 193 974.000000
20 192 922.000000
20 191 933.000000
20 190 922.000000
20 189 933.000000
20 188 916.000000
20 187 903.000000
20 186 911.000000
20 185 899.000000
20 184 863.000000
20 183 876.000000
20 182 887.000000
20 181 909.000000
20 180 861.000000
20 179 842.000000
20 178 870.000000
20 177 839.000000
20 176 845.000000
20 175 894.000000
20 174 838.000000
20 173 846.000000
20 172 845.000000
20 171 859.000000
20 170 807.000000
20 169 803.000000
20 168 847.000000
20 167 790.000000
20 166 770.000000
20 165 769.000000
20 164 758.000000
20 163 794.000000
20 162 802.000000
20 161 737.000000
20 160 799.000000
20 159 734.000000
20 158 726.000000
20 157 715.000000
20 156 712.000000
20 155 783.000000
20 154 673.000000
20 153 696.000000
20 152 684.000000
20 151 669.000000
20 150 657.000000
20 149 675.000000
20 148 723.000000
20 147 646.000000
20 146 648.000000
20 145 706.000000
20 144 723.000000
20 143 656.000000
20 142 630.000000
20 141 690.000000
20 140 629.000000
20 139 697.000000
20 138 649.000000
20 137 650.000000
20 136 673.000000
20 135 579.000000
20 134 569.000000
20 133 664.000000
20 132 567.000000
20 131 657.000000
20 130 544.000000
20 129 706.000000
20 128 541.000000
20 127 546.000000
20 126 631.000000
20 125 596.000000
20 124 600.000000
20 123 537.000000
20 122 528.000000
20 121 495.000000
20 120 480.000000
20 119 486.000000
20 118 496.000000
20 117 435.000000
20 116 437.000000
20 115 414.000000
20 114 407.000000
20 113 488.000000
20 112 435.000000
20 111 375.000000
20 110 548.000000
20 109 368.000000
20 108 410.000000
20 107 339.000000
20 106 339.000000
20 105 331.000000
20 104 325.000000
20 103 512.000000
20 102 326.000000
20 101 326.000000
20 100 490.000000
20 99 302.000000
20 98 499.000000
20 97 601.000000
20 96 278.000000
20 95 276.000000
20 94 268.000000
20 93 514.000000
20 92 264.000000
20 91 255.000000
20 90 252.000000
20 89 512.000000
20 88 479.000000
20 87 226.000000
20 86 270.000000
20 85 630.000000
20 84 620.000000
20 83 217.000000
20 82 204.000000
20 81 360.000000
20 80 191.000000
20 79 269.000000
20 78 187.000000
20 77 183.000000
20 76 170.000000
20 75 216.000000
20 74 178.000000
20 73 151.000000
20 72 181.000000
20 71 152.000000
20 70 240.000000
20 69 131.000000
20 68 115.000000
20 67 143.000000
20 66 168.000000
20 65 157.000000
20 64 620.000000
20 63 117.000000
20 62 505.000000
20 61 388.000000
20 60 158.000000
20 59 87.000000
20 58 386.000000
20 57 161.000000
20 56 89.000000
20 55 167.000000
20 54 183.000000
20 53 174.000000
20 52 170.000000
20 51 171.000000
20 50 144.000000
20 49 189.000000
20 48 181.000000
20 47 169.000000
20 46 149.000000
20 45 169.000000
20 44 92.000000
20 43 174.000000
20 42 159.000000
20 41 180.000000
20 40 166.000000
20 39 154.000000
20 38 138.000000
20 37 163.000000
20 36 116.000000
20 35 413.000000
20 34 174.000000
20 33 146.000000
20 32 46.000000
20 31 175.000000
20 30 161.000000
20 29 184.000000
20 28 78.000000
20 27 57.000000
20 26 118.000000
20 25 53.000000
20 24 176.000000
20 23 49.000000
20 22 204.000000
20 21 73.000000
21 193 988.000000
21 192 922.000000
21 191 939.000000
21 190 928.000000
21 189 943.000000
21 188 923.000000
21 187 908.000000
21 186 923.000000
21 185 912.000000
21 184 859.000000
21 183 884.000000
21 182 899.000000
21 181 927.000000
21 180 865.000000
21 179 842.000000
21 178 885.000000
21 177 841.000000
21 176 850.000000
21 175 915.000000
21 174 848.000000
21 173 859.000000
21 172 858.000000
21 171 876.000000
21 170 802.000000
21 169 802.000000
21 168 867.000000
21 167 792.000000
21 166 770.000000
21 165 761.000000
21 164 762.000000
21 163 815.000000
21 162 825.000000
21 161 735.000000
21 160 822.000000
21 159 721.000000
21 158 727.000000
21 157 714.000000
21 156 725.000000
21 155 813.000000
21 154 667.000000
21 153 711.000000
21 152 696.000000
21 151 677.000000
21 150 655.000000
21 149 689.000000
21 148 749.000000
21 147 634.000000
21 146 652.000000
21 145 732.000000
21 144 753.000000
21 143 671.000000
21 142 615.000000
21 141 718.000000
21 140 640.000000
21 139 728.000000
21 138 670.000000
21 137 673.000000
21 136 703.000000
21 135 571.000000
21 134 555.000000
21 133 699.000000
21 132 549.000000
21 131 693.000000
21 130 537.000000
21 129 749.000000
21 128 527.000000
21 127 520.000000
21 126 670.000000
21 125 631.000000
21 124 636.000000
21 123 504.000000
21 122 495.000000
21 121 509.000000
21 120 463.000000
21 119 463.000000
21 118 523.000000
21 117 433.000000
21 116 422.000000
21 115 399.000000
21 114 387.000000
21 113 527.000000
21 112 470.000000
21 111 353.000000
21 110 601.000000
21 109 345.000000
21 108 446.000000
21 107 327.000000
21 106 326.000000
21 105 328.000000
21 104 318.000000
21 103 566.000000
21 102 341.000000
21 101 355.000000
21 100 546.000000
21 99 276.000000
21 98 557.000000
21 97 663.000000
21 96 273.000000
21 95 278.000000
21 94 268.000000
21 93 573.000000
21 92 269.000000
21 91 252.000000
21 90 271.000000
21 89 573.000000
21 88 540.000000
21 87 229.000000
21 86 312.000000
21 85 697.000000
21 84 686.000000
21 83 193.000000
21 82 199.000000
21 81 419.000000
21 80 178.000000
21 79 321.000000
21 78 176.000000
21 77 220.000000
21 76 151.000000
21 75 268.000000
21 74 220.000000
21 73 179.000000
21 72 131.000000
21 71 196.000000
21 70 301.000000
21 69 117.000000
21 68 144.000000
21 67 103.000000
21 66 113.000000
21 65 106.000000
21 64 691.000000
21 63 92.000000
21 62 575.000000
21 61 457.000000
21 60 100.000000
21 59 96.000000
21 58 456.000000
21 57 97.000000
21 56 73.000000
21 55 102.000000
21 54 114.000000
21 53 107.000000
21 52 103.000000
21 51 103.000000
21 50 81.000000
21 49 120.000000
21 48 112.000000
21 47 101.000000
21 46 84.000000
21 45 101.000000
21 44 56.000000
21 43 105.000000
21 42 92.000000
21 41 110.000000
21 40 97.000000
21 39 85.000000
21 38 72.000000
21 37 93.000000
21 36 53.000000
21 35 484.000000
21 34 102.000000
21 33 76.000000
21 32 62.000000
21 31 102.000000
21 30 89.000000
21 29 111.000000
21 28 19.000000
21 27 29.000000
21 26 45.000000
21 25 122.000000
21 24 248.000000
21 23 118.000000
21 22 277.000000
22 193 928.000000
22 192 917.000000
22 191 910.000000
22 190 900.000000
22 189 899.000000
22 188 893.000000
22 187 886.000000
22 186 875.000000
22 185 859.000000
22 184 874.000000
22 183 854.000000
22 182 852.000000
22 181 855.000000
22 180 847.000000
22 179 842.000000
22 178 827.000000
22 177 835.000000
22 176 829.000000
22 175 833.000000
22 174 809.000000
22 173 809.000000
22 172 809.000000
22 171 811.000000
22 170 820.000000
22 169 808.000000
22 168 789.000000
22 167 785.000000
22 166 774.000000
22 165 791.000000
22 164 750.000000
22 163 737.000000
22 162 740.000000
22 161 748.000000
22 160 733.000000
22 159 773.000000
22 158 726.000000
22 157 722.000000
22 156 680.000000
22 155 697.000000
22 154 696.000000
22 153 658.000000
22 152 658.000000
22 151 653.000000
22 150 672.000000
22 149 644.000000
22 148 651.000000
22 147 687.000000
22 146 645.000000
22 145 639.000000
22 144 641.000000
22 143 624.000000
22 142 680.000000
22 141 617.000000
22 140 609.000000
22 139 616.000000
22 138 599.000000
22 137 593.000000
22 136 595.000000
22 135 615.000000
22 134 619.000000
22 133 572.000000
22 132 629.000000
22 131 562.000000
22 130 578.000000
22 129 585.000000
22 128 594.000000
22 127 632.000000
22 126 527.000000
22 125 506.000000
22 124 507.000000
22 123 639.000000
22 122 628.000000
22 121 479.000000
22 120 548.000000
22 119 566.000000
22 118 442.000000
22 117 469.000000
22 116 503.000000
22 115 486.000000
22 114 489.000000
22 113 393.000000
22 112 362.000000
22 111 469.000000
22 110 405.000000
22 109 462.000000
22 108 336.000000
22 107 416.000000
22 106 415.000000
22 105 385.000000
22 104 392.000000
22 103 366.000000
22 102 334.000000
22 101 294.000000
22 100 337.000000
22 99 413.000000
22 98 342.000000
22 97 425.000000
22 96 350.000000
22 95 332.000000
22 94 332.000000
22 93 348.000000
22 92 315.000000
22 91 331.000000
22 90 274.000000
22 89 337.000000
22 88 308.000000
22 87 297.000000
22 86 214.000000
22 85 439.000000
22 84 427.000000
22 83 342.000000
22 82 299.000000
22 81 207.000000
22 80 306.000000
22 79 176.000000
22 78 302.000000
22 77 195.000000
22 76 302.000000
22 75 153.000000
22 74 175.000000
22 73 208.000000
22 72 353.000000
22 71 166.000000
22 70 115.000000
22 69 274.000000
22 68 203.000000
22 67 312.000000
22 66 347.000000
22 65 335.000000
22 64 418.000000
22 63 279.000000
22 62 304.000000
22 61 192.000000
22 60 343.000000
22 59 232.000000
22 58 188.000000
22 57 353.000000
22 56 259.000000
22 55 360.000000
22 54 377.000000
22 53 368.000000
22 52 364.000000
22 51 365.000000
22 50 335.000000
22 49 385.000000
22 48 376.000000
22 47 363.000000
22 46 342.000000
22 45 365.000000
22 44 276.000000
22 43 370.000000
22 42 355.000000
22 41 377.000000
22 40 362.000000
22 39 351.000000
22 38 334.000000
22 37 361.000000
22 36 311.000000
22 35 209.000000
22 34 373.000000
22 33 344.000000
22 32 226.000000
22 31 376.000000
22 30 362.000000
22 29 385.000000
22 28 278.000000
22 27 255.000000
22 26 321.000000
22 25 155.000000
22 24 30.000000
22 23 159.000000
23 193 944.000000
23 192 900.000000
23 191 907.000000
23 190 897.000000
23 189 905.000000
23 188 891.000000
23 187 879.000000
23 186 883.000000
23 185 870.000000
23 184 845.000000
23 183 851.000000
23 182 859.000000
23 181 877.000000
23 180 837.000000
23 179 821.000000
23 178 840.000000
23 177 817.000000
23 176 820.000000
23 175 861.000000
23 174 811.000000
23 173 818.000000
23 172 817.000000
23 171 828.000000
23 170 789.000000
23 169 783.000000
23 168 814.000000
23 167 767.000000
23 166 750.000000
23 165 752.000000
23 164 735.000000
23 163 761.000000
23 162 769.000000
23 161 718.000000
23 160 764.000000
23 159 721.000000
23 158 704.000000
23 157 695.000000
23 156 683.000000
23 155 745.000000
23 154 656.000000
23 153 666.000000
23 152 657.000000
23 151 643.000000
23 150 638.000000
23 149 647.000000
23 148 687.000000
23 147 633.000000
23 146 625.000000
23 145 671.000000
23 144 685.000000
23 143 627.000000
23 142 620.000000
23 141 654.000000
23 140 602.000000
23 139 660.000000
23 138 617.000000
23 137 616.000000
23 136 636.000000
23 135 565.000000
23 134 558.000000
23 133 624.000000
23 132 559.000000
23 131 617.000000
23 130 528.000000
23 129 662.000000
23 128 530.000000
23 127 545.000000
23 126 590.000000
23 125 557.000000
23 124 560.000000
23 123 540.000000
23 122 530.000000
23 121 468.000000
23 120 472.000000
23 119 482.000000
23 118 461.000000
23 117 418.000000
23 116 428.000000
23 115 407.000000
23 114 402.000000
23 113 446.000000
23 112 396.000000
23 111 374.000000
23 110 501.000000
23 109 366.000000
23 108 370.000000
23 107 332.000000
23 106 331.000000
23 105 317.000000
23 104 314.000000
23 103 465.000000
23 102 300.000000
23 101 291.000000
23 100 442.000000
23 99 304.000000
23 98 451.000000
23 97 552.000000
23 96 267.000000
23 95 260.000000
23 94 254.000000
23 93 465.000000
23 92 246.000000
23 91 244.000000
23 90 226.000000
23 89 462.000000
23 88 430.000000
23 87 212.000000
23 86 229.000000
23 85 581.000000
23 84 570.000000
23 83 221.000000
23 82 196.000000
23 81 311.000000
23 80 190.000000
23 79 224.000000
23 78 186.000000
23 77 149.000000
23 76 174.000000
23 75 172.000000
23 74 140.000000
23 73 125.000000
23 72 205.000000
23 71 114.000000
23 70 191.000000
23 69 138.000000
23 68 94.000000
23 67 164.000000
23 66 195.000000
23 65 184.000000
23 64 572.000000
23 63 133.000000
23 62 457.000000
23 61 339.000000
23 60 189.000000
23 59 91.000000
23 58 338.000000
23 57 196.000000
23 56 108.000000
23 55 203.000000
23 54 220.000000
23 53 211.000000
23 52 206.000000
23 51 207.000000
23 50 178.000000
23 49 227.000000
23 48 219.000000
23 47 206.000000
23 46 185.000000
23 45 207.000000
23 44 121.000000
23 43 212.000000
23 42 197.000000
23 41 218.000000
23 40 204.000000
23 39 193.000000
23 38 176.000000
23 37 202.000000
23 36 153.000000
23 35 365.000000
23 34 214.000000
23 33 185.000000
23 32 69.000000
23 31 217.000000
23 30 202.000000
23 29 226.000000
23 28 119.000000
23 27 96.000000
23 26 162.000000
23 25 4.000000
23 24 130.000000
24 193 921.000000
24 192 904.000000
24 191 899.000000
24 190 889.000000
24 189 890.000000
24 188 882.000000
24 187 874.000000
24 186 866.000000
24 185 851.000000
24 184 858.000000
24 183 843.000000
24 182 843.000000
24 181 848.000000
24 180 834.000000
24 179 828.000000
24 178 819.000000
24 177 821.000000
24 176 817.000000
24 175 827.000000
24 174 799.000000
24 173 800.000000
24 172 799.000000
24 171 803.000000
24 170 804.000000
24 169 793.000000
24 168 783.000000
24 167 771.000000
24 166 759.000000
24 165 774.000000
24 164 736.000000
24 163 731.000000
24 162 734.000000
24 161 732.000000
24 160 728.000000
24 159 754.000000
24 158 711.000000
24 157 707.000000
24 156 670.000000
24 155 696.000000
24 154 679.000000
24 153 649.000000
24 152 646.000000
24 151 640.000000
24 150 655.000000
24 149 633.000000
24 148 647.000000
24 147 667.000000
24 146 630.000000
24 145 633.000000
24 144 638.000000
24 143 613.000000
24 142 659.000000
24 141 613.000000
24 140 597.000000
24 139 613.000000
24 138 591.000000
24 137 586.000000
24 136 591.000000
24 135 596.000000
24 134 598.000000
24 133 570.000000
24 132 606.000000
24 131 561.000000
24 130 558.000000
24 129 589.000000
24 128 572.000000
24 127 607.000000
24 126 527.000000
24 125 504.000000
24 124 506.000000
24 123 613.000000
24 122 602.000000
24 121 465.000000
24 120 524.000000
24 119 542.000000
24 118 433.000000
24 117 448.000000
24 116 480.000000
24 115 462.000000
24 114 464.000000
24 113 391.000000
24 112 355.000000
24 111 443.000000
24 110 413.000000
24 109 435.000000
24 108 329.000000
24 107 390.000000
24 106 389.000000
24 105 362.000000
24 104 367.000000
24 103 374.000000
24 102 314.000000
24 101 279.000000
24 100 347.000000
24 99 385.000000
24 98 352.000000
24 97 441.000000
24 96 324.000000
24 95 307.000000
24 94 307.000000
24 93 361.000000
24 92 291.000000
24 91 305.000000
24 90 252.000000
24 89 352.000000
24 88 322.000000
24 87 270.000000
24 86 199.000000
24 85 460.000000
24 84 449.000000
24 83 313.000000
24 82 271.000000
24 81 214.000000
24 80 277.000000
24 79 167.000000
24 78 273.000000
24 77 170.000000
24 76 272.000000
24 75 136.000000
24 74 151.000000
24 73 180.000000
24 72 322.000000
24 71 139.000000
24 70 109.000000
24 69 244.000000
24 68 173.000000
24 67 282.000000
24 66 317.000000
24 65 304.000000
24 64 444.000000
24 63 249.000000
24 62 329.000000
24 61 214.000000
24 60 313.000000
24 59 202.000000
24 58 211.000000
24 57 323.000000
24 56 228.000000
24 55 330.000000
24 54 347.000000
24 53 338.000000
24 52 334.000000
24 51 335.000000
24 50 305.000000
24 49 355.000000
24 48 347.000000
24 47 333.000000
24 46 313.000000
24 45 335.000000
24 44 246.000000
24 43 341.000000
24 42 325.000000
24 41 347.000000
24 40 333.000000
24 39 322.000000
24 38 304.000000
24 37 331.000000
24 36 282.000000
24 35 236.000000
24 34 343.000000
24 33 314.000000
24 32 197.000000
24 31 347.000000
24 30 332.000000
24 29 356.000000
24 28 249.000000
24 27 225.000000
24 26 292.000000
24 25 126.000000
25 193 941.000000
25 192 898.000000
25 191 904.000000
25 190 894.000000
25 189 902.000000
25 188 888.000000
25 187 876.000000
25 186 880.000000
25 185 867.000000
25 184 843.000000
25 183 848.000000
25 182 856.000000
25 181 874.000000
25 180 834.000000
25 179 819.000000
25 178 837.000000
25 177 815.000000
25 176 818.000000
25 175 857.000000
25 174 808.000000
25 173 815.000000
25 172 814.000000
25 171 825.000000
25 170 786.000000
25 169 781.000000
25 168 811.000000
25 167 765.000000
25 166 748.000000
25 165 751.000000
25 164 732.000000
25 163 758.000000
25 162 765.000000
25 161 716.000000
25 160 761.000000
25 159 720.000000
25 158 702.000000
25 157 692.000000
25 156 680.000000
25 155 741.000000
25 154 654.000000
25 153 663.000000
25 152 654.000000
25 151 640.000000
25 150 636.000000
25 149 644.000000
25 148 683.000000
25 147 631.000000
25 146 622.000000
25 145 668.000000
25 144 682.000000
25 143 624.000000
25 142 618.000000
25 141 650.000000
25 140 600.000000
25 139 656.000000
25 138 614.000000
25 137 613.000000
25 136 632.000000
25 135 563.000000
25 134 556.000000
25 133 621.000000
25 132 558.000000
25 131 613.000000
25 130 526.000000
25 129 658.000000
25 128 529.000000
25 127 544.000000
25 126 586.000000
25 125 553.000000
25 124 556.000000
25 123 540.000000
25 122 530.000000
25 121 465.000000
25 120 471.000000
25 119 481.000000
25 118 458.000000
25 117 416.000000
25 116 427.000000
25 115 406.000000
25 114 401.000000
25 113 443.000000
25 112 392.000000
25 111 373.000000
25 110 497.000000
25 109 365.000000
25 108 367.000000
25 107 330.000000
25 106 330.000000
25 105 315.000000
25 104 313.000000
25 103 461.000000
25 102 297.000000
25 101 288.000000
25 100 438.000000
25 99 304.000000
25 98 447.000000
25 97 548.000000
25 96 266.000000
25 95 258.000000
25 94 253.000000
25 93 461.000000
25 92 244.000000
25 91 243.000000
25 90 224.000000
25 89 458.000000
25 88 426.000000
25 87 210.000000
25 86 226.000000
25 85 577.000000
25 84 567.000000
25 83 221.000000
25 82 195.000000
25 81 307.000000
25 80 189.000000
25 79 220.000000
25 78 186.000000
25 77 146.000000
25 76 175.000000
25 75 168.000000
25 74 137.000000
25 73 123.000000
25 72 206.000000
25 71 111.000000
25 70 187.000000
25 69 139.000000
25 68 93.000000
25 67 166.000000
25 66 197.000000
25 65 186.000000
25 64 569.000000
25 63 134.000000
25 62 453.000000
25 61 335.000000
25 60 191.000000
25 59 91.000000
25 58 334.000000
25 57 199.000000
25 56 109.000000
25 55 205.000000
25 54 222.000000
25 53 214.000000
25 52 209.000000
25 51 210.000000
25 50 181.000000
25 49 230.000000
25 48 221.000000
25 47 208.000000
25 46 188.000000
25 45 210.000000
25 44 123.000000
25 43 215.000000
25 42 200.000000
25 41 221.000000
25 40 207.000000
25 39 196.000000
25 38 179.000000
25 37 205.000000
25 36 156.000000
25 35 362.000000
25 34 217.000000
25 33 188.000000
25 32 72.000000
25 31 220.000000
25 30 206.000000
25 29 229.000000
25 28 122.000000
25 27 99.000000
25 26 165.000000
26 193 993.000000
26 192 918.000000
26 191 940.000000
26 190 929.000000
26 189 946.000000
26 188 924.000000
26 187 907.000000
26 186 926.000000
26 185 916.000000
26 184 853.000000
26 183 884.000000
26 182 903.000000
26 181 934.000000
26 180 864.000000
26 179 838.000000
26 178 890.000000
26 177 838.000000
26 176 850.000000
26 175 924.000000
26 174 850.000000
26 173 864.000000
26 172 862.000000
26 171 883.000000
26 170 796.000000
26 169 797.000000
26 168 875.000000
26 167 790.000000
26 166 766.000000
26 165 753.000000
26 164 761.000000
26 163 824.000000
26 162 835.000000
26 161 730.000000
26 160 833.000000
26 159 710.000000
26 158 725.000000
26 157 710.000000
26 156 730.000000
26 155 828.000000
26 154 661.000000
26 153 718.000000
26 152 701.000000
26 151 679.000000
26 150 651.000000
26 149 695.000000
26 148 763.000000
26 147 624.000000
26 146 652.000000
26 145 745.000000
26 144 768.000000
26 143 677.000000
26 142 604.000000
26 141 732.000000
26 140 644.000000
26 139 743.000000
26 138 680.000000
26 137 684.000000
26 136 719.000000
26 135 564.000000
26 134 545.000000
26 133 717.000000
26 132 536.000000
26 131 712.000000
26 130 532.000000
26 129 772.000000
26 128 517.000000
26 127 501.000000
26 126 692.000000
26 125 651.000000
26 124 655.000000
26 123 482.000000
26 122 473.000000
26 121 516.000000
26 120 451.000000
26 119 448.000000
26 118 537.000000
26 117 432.000000
26 116 412.000000
26 115 389.000000
26 114 375.000000
26 113 549.000000
26 112 490.000000
26 111 339.000000
26 110 631.000000
26 109 331.000000
26 108 467.000000
26 107 320.000000
26 106 320.000000
26 105 328.000000
26 104 315.000000
26 103 597.000000
26 102 352.000000
26 101 373.000000
26 100 579.000000
26 99 262.000000
26 98 590.000000
26 97 698.000000
26 96 273.000000
26 95 282.000000
26 94 272.000000
26 93 608.000000
26 92 276.000000
26 91 253.000000
26 90 286.000000
26 89 610.000000
26 88 576.000000
26 87 236.000000
26 86 339.000000
26 85 735.000000
26 84 725.000000
26 83 185.000000
26 82 203.000000
26 81 455.000000
26 80 178.000000
26 79 352.000000
26 78 177.000000
26 77 246.000000
26 76 150.000000
26 75 300.000000
26 74 249.000000
26 73 203.000000
26 72 107.000000
26 71 227.000000
26 70 338.000000
26 69 123.000000
26 68 171.000000
26 67 93.000000
26 66 87.000000
26 65 85.000000
26 64 733.000000
26 63 97.000000
26 62 617.000000
26 61 498.000000
26 60 72.000000
26 59 120.000000
26 58 497.000000
26 57 62.000000
26 56 90.000000
26 55 64.000000
26 54 73.000000
26 53 66.000000
26 52 63.000000
26 51 63.000000
26 50 51.000000
26 49 77.000000
26 48 70.000000
26 47 60.000000
26 46 48.000000
26 45 60.000000
26 44 66.000000
26 43 62.000000
26 42 52.000000
26 41 66.000000
26 40 55.000000
26 39 44.000000
26 38 36.000000
26 37 51.000000
26 36 33.000000
26 35 527.000000
26 34 58.000000
26 33 34.000000
26 32 99.000000
26 31 57.000000
26 30 43.000000
26 29 65.000000
26 28 43.000000
26 27 67.000000
27 193 962.000000
27 192 899.000000
27 191 915.000000
27 190 904.000000
27 189 918.000000
27 188 899.000000
27 187 884.000000
27 186 897.000000
27 185 886.000000
27 184 837.000000
27 183 859.000000
27 182 874.000000
27 181 900.000000
27 180 841.000000
27 179 820.000000
27 178 859.000000
27 177 818.000000
27 176 826.000000
27 175 887.000000
27 174 823.000000
27 173 834.000000
27 172 832.000000
27 171 849.000000
27 170 781.000000
27 169 779.000000
27 168 840.000000
27 167 769.000000
27 166 747.000000
27 165 741.000000
27 164 738.000000
27 163 787.000000
27 162 797.000000
27 161 713.000000
27 160 794.000000
27 159 702.000000
27 158 704.000000
27 157 691.000000
27 156 699.000000
27 155 784.000000
27 154 646.000000
27 153 685.000000
27 152 670.000000
27 151 652.000000
27 150 633.000000
27 149 663.000000
27 148 721.000000
27 147 614.000000
27 146 628.000000
27 145 704.000000
27 144 724.000000
27 143 644.000000
27 142 597.000000
27 141 689.000000
27 140 614.000000
27 139 699.000000
27 138 643.000000
27 137 645.000000
27 136 674.000000
27 135 550.000000
27 134 536.000000
27 133 669.000000
27 132 532.000000
27 131 663.000000
27 130 516.000000
27 129 719.000000
27 128 508.000000
27 127 506.000000
27 126 641.000000
27 125 602.000000
27 124 606.000000
27 123 493.000000
27 122 483.000000
27 121 483.000000
27 120 445.000000
27 119 447.000000
27 118 494.000000
27 117 411.000000
27 116 403.000000
27 115 380.000000
27 114 370.000000
27 113 497.000000
27 112 441.000000
27 111 336.000000
27 110 571.000000
27 109 328.000000
27 108 416.000000
27 107 307.000000
27 106 306.000000
27 105 305.000000
27 104 296.000000
27 103 537.000000
27 102 314.000000
27 101 326.000000
27 100 517.000000
27 99 260.000000
27 98 527.000000
